Time,Time Code,Country Name,Country Code,Exports of goods and services (% of GDP) [NE.EXP.GNFS.ZS],Imports of goods and services (% of GDP) [NE.IMP.GNFS.ZS],Trade (% of GDP) [NE.TRD.GNFS.ZS],Gross national expenditure (% of GDP) [NE.DAB.TOTL.ZS],Gross savings (% of GDP) [NY.GNS.ICTR.ZS],Gross capital formation (% of GDP) [NE.GDI.TOTL.ZS],"Foreign direct investment, net inflows (% of GDP) [BX.KLT.DINV.WD.GD.ZS]","Foreign direct investment, net outflows (% of GDP) [BM.KLT.DINV.WD.GD.ZS]",Final consumption expenditure (% of GDP) [NE.CON.TOTL.ZS],"Industry (including construction), value added (% of GDP) [NV.IND.TOTL.ZS]",Trade in services (% of GDP) [BG.GSR.NFSV.GD.ZS],"Services, value added (% of GDP) [NV.SRV.TOTL.ZS]","Manufacturing, value added (% of GDP) [NV.IND.MANF.ZS]","Population, total [SP.POP.TOTL]",GDP per capita growth (annual %) [NY.GDP.PCAP.KD.ZG],GDP growth (annual %) [NY.GDP.MKTP.KD.ZG]
2015,YR2015,Switzerland,CHE,63.82895575,53.30952646,117.1384822,89.48057071,34.8318008,25.07486328,17.10838333,18.17196169,64.40570743,24.20112582,35.52478759,72.03171257,17.11865816,8282396,0.494129822,1.644627687
2015,YR2015,Poland,POL,47.4503064,45.36848245,92.81878885,97.91817605,19.71678498,20.98354658,3.26925822,1.052165423,76.93462947,31.11515282,15.98725537,55.08974012,17.86906767,37986412,4.452883998,4.383298635
2015,YR2015,Sweden,SWE,43.76676752,39.95704699,83.72381451,96.19027948,27.4983342,24.42868979,2.030139318,2.949918539,71.76158968,22.15807176,26.26551039,65.30375757,13.60516563,9799186,3.390176296,4.489281588
2015,YR2015,Belgium,BEL,77.80528215,76.38726436,154.1925465,98.58198221,25.00867822,23.62795037,-4.220796953,1.585456967,74.95403183,19.66988832,46.12970058,69.2286131,12.69333388,11274196,1.451893368,2.041459009
2015,YR2015,Ireland,IRL,122.09624,93.33374577,215.4299857,71.25103442,30.24582348,25.78704109,81.24756735,64.9906807,45.46399333,38.15221268,105.6861392,53.80661097,34.650981,4701957,23.20087107,24.37044535
2015,YR2015,Norway,NOR,38.57518873,31.85666781,70.43185654,93.28151102,36.0004721,26.91884149,1.873994233,5.518731128,66.36266953,31.59863177,22.90717109,55.98337222,6.961573812,5188607,0.848799124,1.857339726
2015,YR2015,Austria,AUT,53.08906056,49.33825483,102.4273154,96.25004825,25.65331339,23.80552569,-2.088056539,-0.560119576,72.44452256,25.17491325,27.95498051,62.8806356,16.69003646,8642699,-0.11154019,1.014501586
2015,YR2015,Denmark,DNK,55.4181744,48.630054,104.0482284,93.21187101,28.87395985,20.63120591,0.611475183,2.397752162,72.5806651,19.98745459,40.5174966,65.83381243,12.40344481,5683483,1.622166258,2.342591108
2015,YR2015,Russian Federation,RUS,28.70338944,20.65595987,49.35934931,92.59394325,26.36670954,22.14872532,0.502607962,1.619754943,70.44521793,29.79405999,10.29597175,56.14249097,12.38301887,144096870,-2.183885472,-1.972719226
2014,YR2014,Germany,DEU,45.61926331,39.00083008,84.62009339,93.38156677,27.57490436,20.37029066,0.502227193,2.762892358,73.0112761,27.01099599,16.46558422,62.10857305,20.22439478,80982500,1.784341886,2.209543431
2014,YR2014,United Kingdom,GBR,28.38996858,30.46734882,58.8573174,102.0773802,12.46133187,17.60678796,1.921244878,-3.716380063,84.47059228,18.17044739,20.89201365,70.25273952,9.348694216,64602298,2.442465801,3.199702626
2014,YR2014,France,FRA,29.6666845,30.81211202,60.47879652,101.1454275,21.48894054,22.70983107,0.203254563,1.859043151,78.43559645,17.74593967,18.40532457,70.3461076,10.280426,66312067,0.484564448,0.956183052
2014,YR2014,Italy,ITA,29.10882819,26.21328696,55.32211515,97.10446492,18.86054852,16.95920181,0.787819995,0.947093888,80.14526311,20.79842911,10.71375172,67.08570377,13.97623924,60789140,-0.91781388,-0.004547542
2014,YR2014,Spain,ESP,33.46797623,30.37028572,63.83826195,96.90230949,19.57792092,17.89420574,2.401426131,3.347134027,79.00810375,20.0635672,14.89113491,68.47148192,11.30322446,46480882,1.699352659,1.395775367
2014,YR2014,Netherlands,NLD,80.57790815,69.47584728,150.0537554,88.89793913,26.34327555,17.91262136,13.18443374,13.27253927,70.98531777,18.41235333,35.63442683,69.91035797,10.36065281,16865008,1.059101254,1.423395395
2014,YR2014,Switzerland,CHE,65.33727012,54.87615325,120.2134234,89.53888328,33.42075241,25.55319604,2.890846324,1.576579934,63.98568724,24.32391507,35.40176675,71.74878424,17.54952531,8188649,1.108693594,2.349881275
2014,YR2014,Poland,POL,46.48878717,46.07986113,92.5686483,99.59107396,18.08931337,20.97454238,3.794423798,1.248236506,78.61653157,29.9957896,15.36319623,55.55825403,17.11020892,38011735,3.914705633,3.836958494
2014,YR2014,Sweden,SWE,43.26616125,39.66737045,82.93353169,96.4012092,27.5647816,23.50411874,-1.481928904,-0.653829914,72.89709046,21.78612128,24.92053602,65.68175158,13.06286676,9696110,1.644244006,2.657798275
2014,YR2014,Belgium,BEL,79.80100907,78.98220685,158.7832159,99.18119777,24.57712336,23.13618772,-2.840147495,-0.07811693,76.04501005,19.67482648,45.38627121,69.16114583,12.56468619,11209057,1.128595725,1.578533143
2014,YR2014,Ireland,IRL,110.1216357,92.12276928,202.244405,81.49531574,23.91246134,22.23343983,37.5745339,34.97097347,59.26187591,24.30568058,105.0165476,65.96280189,19.53700169,4657740,7.858018208,8.649350608
2014,YR2014,Norway,NOR,39.72767204,29.40970518,69.13737722,89.68206476,39.13610283,27.20999211,0.646203788,4.597290141,62.47207266,34.67383521,21.3109573,53.4347468,6.887110282,5137232,0.90376265,2.048131999
2014,YR2014,Austria,AUT,53.38657905,50.1169562,103.5035353,96.73083942,25.98613123,23.53154279,0.386858115,-0.197784974,73.19929663,25.3646396,27.97909238,62.65379327,16.56001525,8546356,-0.122370667,0.661272849
2014,YR2014,Denmark,DNK,54.61313944,47.65077691,102.2639163,93.03763484,29.00361173,20.09102058,1.863305283,2.810139852,72.94661427,19.78499589,39.15378028,65.59860768,11.86020064,5643475,1.105433466,1.619393811
2014,YR2014,Russian Federation,RUS,27.11109705,20.69024421,47.80134126,94.18119701,24.51218082,22.39086423,1.069876414,2.772000162,71.79033279,27.93152706,9.06968282,55.68483069,11.33558041,143819667,-1.045262038,0.736267221
2013,YR2013,Germany,DEU,45.41867786,39.66019884,85.0788767,94.24152098,26.58238547,20.05374642,1.799764604,2.498612666,74.18777456,26.78261334,16.22103836,62.19179398,19.92519608,80645605,0.163870563,0.437591303
2013,YR2013,United Kingdom,GBR,30.04921741,31.60631006,61.65552748,101.5570926,11.70076713,16.47851984,1.955025587,1.659930934,85.07857281,18.56992329,21.17788309,70.05009269,9.536968046,64128273,1.140212964,1.819863375
2013,YR2013,France,FRA,29.36473787,30.39931721,59.76405507,101.0345793,21.3897746,22.28719307,1.123423424,0.626465435,78.74738627,17.97180129,17.15594121,70.30369041,10.35434248,66002289,0.058149505,0.576326675
2013,YR2013,Italy,ITA,28.63324308,26.23433632,54.8675794,97.60109324,18.03182182,16.89239376,0.911862937,0.946610041,80.70869948,21.17245852,10.44294194,66.68531596,13.88001981,60233948,-2.9724038,-1.841065451
2013,YR2013,Spain,ESP,32.95195248,29.02436324,61.97631572,96.07241076,19.25360755,17.21014581,3.494685674,2.442487065,78.86226495,20.26498099,14.02831846,68.50159257,11.18698668,46620045,-1.079741265,-1.403341868
2013,YR2013,Netherlands,NLD,79.88047779,69.66885352,149.5493313,89.78837573,25.99369606,18.51004523,37.47008228,47.40819427,71.2783305,19.33416406,33.5312347,69.07063681,10.28808578,16804432,-0.424178694,-0.130175288
2013,YR2013,Switzerland,CHE,72.06821362,61.62549479,133.6937084,89.55728117,35.56364461,25.15493396,-3.52948637,1.776539792,64.40234722,24.70221273,33.73737791,71.38735209,17.80054077,8089346,0.628360675,1.792144057
2013,YR2013,Poland,POL,45.98092417,44.79843889,90.77936307,98.81751472,17.39416998,19.30077798,0.199510624,-0.603960732,79.51673674,28.73483399,14.89970156,56.61016388,15.74528595,38040196,0.917452492,0.856557081
2013,YR2013,Sweden,SWE,42.52680913,38.28885614,80.81566528,95.76204701,27.33683545,22.52312585,0.224393965,4.753095654,73.23892116,22.06833913,23.85032508,65.21037254,13.30496399,9600379,0.333984863,1.187775716
2013,YR2013,Belgium,BEL,79.3243484,78.52649664,157.850845,99.20214824,24.23411184,22.4281969,-5.680612374,-2.370517292,76.77395133,19.87919976,41.9773466,68.77188964,12.56263999,11159407,-0.013148386,0.459242193
2013,YR2013,Ireland,IRL,104.0085182,85.23362801,189.2421462,80.89562644,20.79017167,18.78648063,29.71004332,20.79375768,62.10914581,23.87491411,97.98132783,66.50199433,19.21084273,4623816,0.594605554,1.125689646
2013,YR2013,Norway,NOR,39.86130953,28.11148306,67.97279259,88.25017352,38.63173465,27.32761982,-0.260184321,2.274128537,60.9225537,36.27393147,19.95799123,52.05752774,6.709369696,5079623,-0.197883222,1.016190824
2013,YR2013,Austria,AUT,53.4412933,50.62512079,104.0664141,97.30219672,25.48416116,23.72339,0.104862186,2.56421002,73.57880672,25.52494179,26.87565564,62.32658311,16.49572937,8479823,-0.562298943,0.025504712
2013,YR2013,Denmark,DNK,54.82881899,48.2213221,103.0501411,93.39249896,27.45207095,19.69080563,0.198012181,2.039771851,73.70169334,20.06180735,39.46719558,65.15086467,11.77968841,5614932,0.513424428,0.933340972
2013,YR2013,Russian Federation,RUS,25.84533683,20.44181257,46.2871494,95.11260425,24.28209584,23.27168199,3.01940208,3.773507442,71.84092226,28.19128918,8.658973115,56.12160455,11.05730634,143506995,1.538973517,1.755422149
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
